id,nom,prenom,nom_complet,date_naissance,sexe,redouble,adresse,etablissement_id,etablissement_nom
"4010","Gueye","Dieynaba","Dieynaba Gueye","2011-03-20","F","Oui","3 Boulevard des Almadies, Thiès","35","École Léopold Sédar Senghor"
"4011","Cisse","Modou","Modou Cisse","2016-09-06","M","Oui","27 Boulevard des Almadies, Kaffrine","34","Collège Léopold Sédar Senghor"
"4012","Ndour","Baba","Baba Ndour","2010-09-16","M","Non","124 Avenue des Almadies, Kaolack","41","Collège Maba Diakhou Ba"
"4013","Tall","Astou","Astou Tall","2007-08-22","F","Oui","54 Rue Blaise Diagne, Kaffrine","88","Institut Léopold Sédar Senghor"
"4014","Ndiaye","Assane","Assane Ndiaye","2006-02-03","M","Non","140 Boulevard Corniche, Sédhiou","59","École Cheikh Anta Diop"
"4015","Fall","Cheikh","Cheikh Fall","2012-09-01","M","Oui","189 Boulevard de l'Indépendance, Louga","50","Collège Mariama Ba"
"4016","Tall","Cheikh","Cheikh Tall","2006-10-11","M","Non","61 Avenue de l'Indépendance, Kaolack","7","Institut Mariama Ba"
"4017","Cisse","Mamadou","Mamadou Cisse","2006-04-03","M","Non","62 Avenue de la République, Diourbel","17","École Léopold Sédar Senghor"
"4018","Faye","Ibrahima","Ibrahima Faye","2003-03-28","M","Non","119 Rue Corniche, Ziguinchor","13","Lycée Mariama Ba"
"4019","Diouf","Fatou","Fatou Diouf","2015-11-20","F","Oui","116 Boulevard de l'Indépendance, Kaffrine","100","Lycée Mariama Ba"
"4020","Diop","Moussa","Moussa Diop","2017-10-15","M","Non","117 Rue Corniche, Ziguinchor","70","Collège Lat Dior"
"4021","Mbaye","Khady","Khady Mbaye","2015-07-23","F","Non","107 Boulevard Léopold Sédar Senghor, Kédougou","40","École Mariama Ba"
"4022","Gueye","Cheikh","Cheikh Gueye","2017-07-16","M","Non","82 Boulevard des Almadies, Fatick","51","Institut Mariama Ba"
"4023","Sarr","Baba","Baba Sarr","2010-04-09","M","Non","135 Avenue de l'Indépendance, Sédhiou","33","Collège Maba Diakhou Ba"
"4024","Thiam","Rokhaya","Rokhaya Thiam","2012-02-02","F","Non","171 Rue des Almadies, Kaolack","86","Institut Cheikh Anta Diop"
"4025","Cisse","Baba","Baba Cisse","2004-09-08","M","Non","18 Rue Léopold Sédar Senghor, Kédougou","93","Institut Blaise Diagne"
"4026","Ba","Demba","Demba Ba","2014-01-25","M","Non","188 Rue Corniche, Ziguinchor","84","Collège Maba Diakhou Ba"
"4027","Diop","Seynabou","Seynabou Diop","2017-10-24","F","Non","145 Avenue Corniche, Sédhiou","33","Collège Maba Diakhou Ba"
"4028","Sarr","Abdou","Abdou Sarr","2005-03-21","M","Non","140 Rue des Almadies, Sédhiou","59","École Cheikh Anta Diop"
"4029","Mbaye","Mamadou","Mamadou Mbaye","2008-05-07","M","Non","24 Rue Corniche, Kédougou","53","École Cheikh Anta Diop"
"4030","Kane","Astou","Astou Kane","2006-03-16","F","Non","110 Rue Blaise Diagne, Kaffrine","2","Lycée Cheikh Anta Diop"
"4031","Seck","Ibrahima","Ibrahima Seck","2005-09-24","M","Non","20 Boulevard des Almadies, Kédougou","18","Institut Aline Sitoe Diatta"
"4032","Diallo","Modou","Modou Diallo","2015-08-17","M","Non","132 Boulevard des Almadies, Sédhiou","26","Lycée Blaise Diagne"
"4033","Diouf","Ndeye","Ndeye Diouf","2011-11-23","F","Non","79 Avenue de la République, Kolda","9","École Maba Diakhou Ba"
"4034","Faye","Yacine","Yacine Faye","2009-12-24","F","Non","167 Boulevard Léopold Sédar Senghor, Kédougou","4","École Aline Sitoe Diatta"
"4035","Ba","Fatou","Fatou Ba","2015-04-05","F","Oui","50 Boulevard Corniche, Fatick","42","Lycée Lat Dior"
"4036","Mbaye","Mariam","Mariam Mbaye","2005-09-13","F","Oui","26 Rue de la République, Dakar","15","Institut Maba Diakhou Ba"
"4037","Sarr","Fatou","Fatou Sarr","2007-08-26","F","Non","196 Rue des Almadies, Diourbel","38","Institut Cheikh Anta Diop"
"4038","Thiam","Pape","Pape Thiam","2008-07-16","M","Non","7 Rue Léopold Sédar Senghor, Tambacounda","37","Lycée Maba Diakhou Ba"
"4039","Cisse","Dieynaba","Dieynaba Cisse","2013-08-08","F","Non","34 Avenue des Almadies, Fatick","62","École Maba Diakhou Ba"
"4040","Sow","Rokhaya","Rokhaya Sow","2016-04-04","F","Non","18 Avenue des Almadies, Fatick","90","Collège Lat Dior"
"4041","Fall","Demba","Demba Fall","2011-11-07","M","Non","104 Boulevard Léopold Sédar Senghor, Fatick","30","Lycée El Hadji Omar Tall"
"4042","Tall","Ndeye","Ndeye Tall","2010-11-09","F","Non","2 Avenue Corniche, Louga","6","Lycée Cheikh Anta Diop"
"4043","Diop","Moussa","Moussa Diop","2005-12-08","M","Non","28 Rue de la République, Fatick","90","Collège Lat Dior"
"4044","Diouf","Maimouna","Maimouna Diouf","2013-03-02","F","Non","176 Avenue Corniche, Tambacounda","37","Lycée Maba Diakhou Ba"
"4045","Ndour","Rama","Rama Ndour","2016-08-06","F","Non","123 Boulevard Corniche, Kaffrine","60","École Aline Sitoe Diatta"
"4046","Wade","Ousmane","Ousmane Wade","2011-07-09","M","Non","95 Avenue Blaise Diagne, Kédougou","74","Lycée Blaise Diagne"
"4047","Kane","Demba","Demba Kane","2013-04-14","M","Non","112 Boulevard de l'Indépendance, Louga","50","Collège Mariama Ba"
"4048","Wade","Rama","Rama Wade","2009-12-10","F","Non","199 Rue des Almadies, Kaolack","7","Institut Mariama Ba"
"4049","Mbaye","Baba","Baba Mbaye","2004-12-28","M","Non","85 Boulevard de l'Indépendance, Fatick","49","Institut Maba Diakhou Ba"
"4050","Sow","Rama","Rama Sow","2014-07-26","F","Non","174 Boulevard Corniche, Kédougou","53","École Cheikh Anta Diop"
"4051","Tall","Rama","Rama Tall","2004-05-01","F","Non","119 Avenue des Almadies, Fatick","90","Collège Lat Dior"
"4052","Seck","Maimouna","Maimouna Seck","2017-04-28","F","Non","190 Rue Léopold Sédar Senghor, Kaffrine","67","Collège Blaise Diagne"
"4053","Mbaye","Rokhaya","Rokhaya Mbaye","2011-09-24","F","Non","7 Boulevard Corniche, Kaolack","11","Lycée El Hadji Omar Tall"
"4054","Diallo","Alioune","Alioune Diallo","2004-03-14","M","Non","183 Avenue Blaise Diagne, Fatick","42","Lycée Lat Dior"
"4055","Mbaye","Binta","Binta Mbaye","2011-07-17","F","Non","149 Avenue Corniche, Kédougou","4","École Aline Sitoe Diatta"
"4056","Cisse","Moussa","Moussa Cisse","2006-07-13","M","Non","82 Boulevard Corniche, Tambacounda","39","Lycée Blaise Diagne"
"4057","Tall","Aminata","Aminata Tall","2013-02-08","F","Non","126 Avenue de la République, Kaolack","71","Lycée Léopold Sédar Senghor"
"4058","Diagne","Amadou","Amadou Diagne","2012-12-02","M","Non","52 Boulevard Blaise Diagne, Kédougou","68","Institut El Hadji Omar Tall"
"4059","Faye","Maimouna","Maimouna Faye","2014-05-21","F","Non","152 Avenue Blaise Diagne, Thiès","79","Collège Lat Dior"
"4060","Faye","Abdou","Abdou Faye","2011-07-23","M","Non","3 Rue de l'Indépendance, Matam","96","École Aline Sitoe Diatta"
"4061","Diagne","Cheikh","Cheikh Diagne","2003-12-12","M","Non","71 Avenue Corniche, Kaolack","43","Lycée El Hadji Omar Tall"
"4062","Seck","Aminata","Aminata Seck","2007-10-07","F","Non","178 Boulevard Léopold Sédar Senghor, Diourbel","38","Institut Cheikh Anta Diop"
"4063","Kane","Assane","Assane Kane","2011-03-13","M","Non","117 Avenue des Almadies, Dakar","15","Institut Maba Diakhou Ba"
"4064","Fall","Babacar","Babacar Fall","2017-09-16","M","Oui","52 Boulevard Léopold Sédar Senghor, Louga","92","Institut Lat Dior"
"4065","Tall","Khady","Khady Tall","2016-06-13","F","Oui","81 Rue Léopold Sédar Senghor, Dakar","69","Collège Léopold Sédar Senghor"
"4066","Thiam","Babacar","Babacar Thiam","2009-11-08","M","Non","64 Avenue de l'Indépendance, Kolda","77","École Blaise Diagne"
"4067","Cisse","Demba","Demba Cisse","2010-04-01","M","Non","98 Boulevard des Almadies, Kolda","25","Collège Blaise Diagne"
"4068","Fall","Ousmane","Ousmane Fall","2004-03-25","M","Non","198 Boulevard Léopold Sédar Senghor, Kaolack","78","École Blaise Diagne"
"4069","Gueye","Mamadou","Mamadou Gueye","2014-05-12","M","Non","111 Rue Corniche, Kaolack","7","Institut Mariama Ba"
"4070","Wade","Assane","Assane Wade","2011-08-20","M","Non","17 Avenue des Almadies, Dakar","15","Institut Maba Diakhou Ba"
"4071","Seck","Ibrahima","Ibrahima Seck","2016-05-25","M","Non","188 Rue de l'Indépendance, Kaffrine","24","Lycée Cheikh Anta Diop"
"4072","Thiam","Ibrahima","Ibrahima Thiam","2007-03-04","M","Oui","12 Avenue Blaise Diagne, Kaolack","71","Lycée Léopold Sédar Senghor"
"4073","Gueye","Ndeye","Ndeye Gueye","2015-05-06","F","Non","16 Rue Léopold Sédar Senghor, Matam","85","Lycée Lat Dior"
"4074","Diouf","Moussa","Moussa Diouf","2017-08-24","M","Non","175 Rue des Almadies, Louga","81","École Léopold Sédar Senghor"
"4075","Gueye","Maimouna","Maimouna Gueye","2011-10-22","F","Non","38 Boulevard de la République, Ziguinchor","13","Lycée Mariama Ba"
"4076","Sow","Khady","Khady Sow","2015-06-02","F","Non","97 Rue de la République, Diourbel","38","Institut Cheikh Anta Diop"
"4077","Ly","Cheikh","Cheikh Ly","2016-08-26","M","Non","41 Avenue des Almadies, Tambacounda","39","Lycée Blaise Diagne"
"4078","Seck","Amadou","Amadou Seck","2014-07-10","M","Non","140 Avenue Corniche, Ziguinchor","65","Institut Maba Diakhou Ba"
"4079","Diagne","Ibrahima","Ibrahima Diagne","2004-03-20","M","Non","133 Boulevard de l'Indépendance, Kaolack","41","Collège Maba Diakhou Ba"
"4080","Mbaye","Ndeye","Ndeye Mbaye","2012-11-08","F","Non","162 Rue de l'Indépendance, Fatick","62","École Maba Diakhou Ba"
"4081","Wade","Demba","Demba Wade","2006-03-06","M","Oui","130 Boulevard de l'Indépendance, Sédhiou","33","Collège Maba Diakhou Ba"
"4082","Ba","Demba","Demba Ba","2008-02-09","M","Non","90 Boulevard Blaise Diagne, Matam","95","Institut Lat Dior"
"4083","Thiam","Awa","Awa Thiam","2005-11-25","F","Non","8 Avenue de l'Indépendance, Matam","96","École Aline Sitoe Diatta"
"4084","Ndiaye","Assane","Assane Ndiaye","2005-01-15","M","Non","162 Rue de l'Indépendance, Ziguinchor","70","Collège Lat Dior"
"4085","Wade","Cheikh","Cheikh Wade","2012-06-22","M","Non","61 Boulevard de la République, Sédhiou","1","Collège Cheikh Anta Diop"
"4086","Ndour","Mamadou","Mamadou Ndour","2004-09-01","M","Non","157 Boulevard Léopold Sédar Senghor, Kédougou","68","Institut El Hadji Omar Tall"
"4087","Diagne","Fatou","Fatou Diagne","2011-09-27","F","Non","155 Avenue Léopold Sédar Senghor, Kédougou","40","École Mariama Ba"
"4088","Tall","Abdou","Abdou Tall","2014-01-19","M","Non","97 Avenue Blaise Diagne, Kaolack","78","École Blaise Diagne"
"4089","Diouf","Baba","Baba Diouf","2016-12-11","M","Non","44 Boulevard Léopold Sédar Senghor, Sédhiou","19","École Blaise Diagne"
"4090","Ndour","Khady","Khady Ndour","2004-09-16","F","Non","154 Boulevard Léopold Sédar Senghor, Fatick","62","École Maba Diakhou Ba"
"4091","Gueye","Mamadou","Mamadou Gueye","2007-05-20","M","Non","178 Boulevard des Almadies, Kédougou","57","École Maba Diakhou Ba"
"4092","Tall","Rama","Rama Tall","2006-09-26","F","Oui","134 Avenue Léopold Sédar Senghor, Diourbel","55","Institut Aline Sitoe Diatta"
"4093","Ly","Rokhaya","Rokhaya Ly","2009-04-21","F","Non","198 Rue des Almadies, Kaffrine","87","École Blaise Diagne"
"4094","Cisse","Ousmane","Ousmane Cisse","2013-01-12","M","Non","139 Rue Blaise Diagne, Fatick","22","École El Hadji Omar Tall"
"4095","Sow","Modou","Modou Sow","2017-01-07","M","Non","129 Rue Corniche, Kolda","77","École Blaise Diagne"
"4096","Thiam","Ibrahima","Ibrahima Thiam","2012-02-10","M","Non","141 Avenue Corniche, Saint-Louis","83","Lycée Cheikh Anta Diop"
"4097","Kane","Cheikh","Cheikh Kane","2003-03-18","M","Non","162 Rue de la République, Tambacounda","39","Lycée Blaise Diagne"
"4098","Cisse","Babacar","Babacar Cisse","2004-10-12","M","Non","48 Boulevard Blaise Diagne, Tambacounda","32","Lycée Aline Sitoe Diatta"
"4099","Ndiaye","Fatou","Fatou Ndiaye","2014-07-15","F","Non","171 Boulevard Blaise Diagne, Kolda","77","École Blaise Diagne"
"4100","Diop","Seynabou","Seynabou Diop","2013-06-10","F","Non","171 Boulevard de l'Indépendance, Matam","3","Institut Lat Dior"
"4101","Faye","Assane","Assane Faye","2010-02-13","M","Oui","95 Rue de l'Indépendance, Louga","98","Collège Lat Dior"
"4102","Ndiaye","Amadou","Amadou Ndiaye","2003-11-22","M","Oui","184 Avenue de l'Indépendance, Diourbel","16","Lycée El Hadji Omar Tall"
"4103","Diouf","Mamadou","Mamadou Diouf","2010-08-05","M","Non","149 Boulevard des Almadies, Louga","50","Collège Mariama Ba"
"4104","Diagne","Babacar","Babacar Diagne","2003-04-14","M","Non","132 Boulevard Corniche, Thiès","64","École Léopold Sédar Senghor"
"4105","Kane","Baba","Baba Kane","2006-02-02","M","Non","120 Boulevard Blaise Diagne, Kaolack","94","École Mariama Ba"
"4106","Thiam","Moussa","Moussa Thiam","2015-01-18","M","Non","2 Avenue Blaise Diagne, Dakar","97","Institut Mariama Ba"
"4107","Sow","Rokhaya","Rokhaya Sow","2010-01-01","F","Non","54 Rue Corniche, Kaffrine","56","École Maba Diakhou Ba"
"4108","Cisse","Assane","Assane Cisse","2017-11-26","M","Non","57 Boulevard des Almadies, Thiès","23","École Cheikh Anta Diop"
"4109","Sow","Babacar","Babacar Sow","2005-01-05","M","Non","139 Rue de l'Indépendance, Kédougou","18","Institut Aline Sitoe Diatta"
"4110","Diouf","Fatou","Fatou Diouf","2012-05-05","F","Non","84 Rue Corniche, Diourbel","38","Institut Cheikh Anta Diop"
"4111","Thiam","Rokhaya","Rokhaya Thiam","2005-05-21","F","Non","13 Avenue des Almadies, Thiès","36","École Cheikh Anta Diop"
"4112","Sarr","Fatou","Fatou Sarr","2016-12-12","F","Non","182 Rue de la République, Kolda","9","École Maba Diakhou Ba"
"4113","Mbaye","Ousmane","Ousmane Mbaye","2012-10-16","M","Non","123 Rue des Almadies, Kolda","77","École Blaise Diagne"
"4114","Gueye","Amadou","Amadou Gueye","2006-12-19","M","Non","101 Rue Blaise Diagne, Kolda","77","École Blaise Diagne"
"4115","Ndour","Alioune","Alioune Ndour","2012-03-04","M","Non","160 Avenue de l'Indépendance, Fatick","49","Institut Maba Diakhou Ba"
"4116","Thiam","Assane","Assane Thiam","2015-04-16","M","Oui","196 Rue Blaise Diagne, Thiès","79","Collège Lat Dior"
"4117","Wade","Pape","Pape Wade","2017-08-27","M","Non","13 Avenue de la République, Diourbel","17","École Léopold Sédar Senghor"
"4118","Tall","Ndeye","Ndeye Tall","2010-12-13","F","Non","180 Boulevard de l'Indépendance, Saint-Louis","83","Lycée Cheikh Anta Diop"
"4119","Gueye","Awa","Awa Gueye","2009-09-20","F","Non","25 Avenue Léopold Sédar Senghor, Kaffrine","87","École Blaise Diagne"
"4120","Seck","Amadou","Amadou Seck","2004-11-11","M","Non","189 Avenue des Almadies, Louga","50","Collège Mariama Ba"
"4121","Diop","Abdou","Abdou Diop","2016-10-02","M","Oui","131 Rue Corniche, Thiès","35","École Léopold Sédar Senghor"
"4122","Ndiaye","Modou","Modou Ndiaye","2008-11-21","M","Non","36 Rue Blaise Diagne, Sédhiou","47","Institut Aline Sitoe Diatta"
"4123","Diallo","Assane","Assane Diallo","2012-02-26","M","Non","129 Rue Léopold Sédar Senghor, Fatick","62","École Maba Diakhou Ba"
"4124","Seck","Samba","Samba Seck","2003-06-14","M","Non","78 Avenue Blaise Diagne, Thiès","64","École Léopold Sédar Senghor"
"4125","Sow","Binta","Binta Sow","2009-06-15","F","Non","115 Rue Léopold Sédar Senghor, Kédougou","57","École Maba Diakhou Ba"
"4126","Kane","Khady","Khady Kane","2004-02-06","F","Non","4 Rue Léopold Sédar Senghor, Kolda","77","École Blaise Diagne"
"4127","Diallo","Alioune","Alioune Diallo","2013-01-10","M","Non","4 Boulevard de l'Indépendance, Kaolack","78","École Blaise Diagne"
"4128","Diagne","Abdou","Abdou Diagne","2004-06-12","M","Non","88 Boulevard de la République, Kédougou","68","Institut El Hadji Omar Tall"
"4129","Diouf","Pape","Pape Diouf","2007-07-16","M","Non","13 Avenue Léopold Sédar Senghor, Kaolack","86","Institut Cheikh Anta Diop"
"4130","Diallo","Coumba","Coumba Diallo","2017-02-01","F","Non","143 Rue Léopold Sédar Senghor, Kédougou","53","École Cheikh Anta Diop"
"4131","Seck","Aminata","Aminata Seck","2014-04-25","F","Oui","151 Boulevard Léopold Sédar Senghor, Kaffrine","88","Institut Léopold Sédar Senghor"
"4132","Kane","Alioune","Alioune Kane","2015-01-16","M","Oui","40 Boulevard des Almadies, Kaolack","71","Lycée Léopold Sédar Senghor"
"4133","Mbaye","Awa","Awa Mbaye","2012-10-28","F","Non","74 Avenue de la République, Kédougou","52","École Cheikh Anta Diop"
"4134","Sow","Awa","Awa Sow","2010-12-26","F","Non","8 Rue Léopold Sédar Senghor, Thiès","35","École Léopold Sédar Senghor"
"4135","Fall","Mamadou","Mamadou Fall","2010-03-16","M","Non","138 Avenue Léopold Sédar Senghor, Tambacounda","14","École Blaise Diagne"
"4136","Mbaye","Modou","Modou Mbaye","2009-03-14","M","Non","77 Boulevard de l'Indépendance, Kédougou","57","École Maba Diakhou Ba"
"4137","Seck","Mamadou","Mamadou Seck","2003-06-28","M","Non","18 Rue Blaise Diagne, Fatick","20","Collège Mariama Ba"
"4138","Sow","Ndeye","Ndeye Sow","2014-05-19","F","Non","51 Rue Corniche, Kédougou","40","École Mariama Ba"
"4139","Thiam","Binta","Binta Thiam","2004-03-06","F","Non","123 Avenue des Almadies, Ziguinchor","65","Institut Maba Diakhou Ba"
"4140","Fall","Dieynaba","Dieynaba Fall","2009-02-03","F","Non","124 Boulevard de l'Indépendance, Diourbel","16","Lycée El Hadji Omar Tall"
"4141","Fall","Mariam","Mariam Fall","2003-02-21","F","Non","50 Avenue des Almadies, Thiès","54","Lycée Léopold Sédar Senghor"
"4142","Ly","Fatou","Fatou Ly","2003-06-20","F","Non","64 Boulevard Corniche, Tambacounda","72","École Aline Sitoe Diatta"
"4143","Diallo","Ndeye","Ndeye Diallo","2010-08-09","F","Non","47 Avenue Corniche, Kédougou","52","École Cheikh Anta Diop"
"4144","Ndiaye","Aminata","Aminata Ndiaye","2013-05-14","F","Non","78 Boulevard de la République, Dakar","91","Lycée Lat Dior"
"4145","Ly","Yacine","Yacine Ly","2013-02-19","F","Non","160 Rue de l'Indépendance, Kédougou","18","Institut Aline Sitoe Diatta"
"4146","Sow","Baba","Baba Sow","2006-06-09","M","Non","199 Boulevard des Almadies, Diourbel","8","École El Hadji Omar Tall"
"4147","Seck","Maimouna","Maimouna Seck","2008-12-13","F","Non","135 Avenue Léopold Sédar Senghor, Dakar","82","Lycée Lat Dior"
"4148","Ndour","Moussa","Moussa Ndour","2003-03-08","M","Oui","78 Avenue de l'Indépendance, Fatick","30","Lycée El Hadji Omar Tall"
"4149","Ndiaye","Modou","Modou Ndiaye","2017-09-06","M","Oui","62 Rue Blaise Diagne, Kédougou","4","École Aline Sitoe Diatta"
"4150","Kane","Ousmane","Ousmane Kane","2017-03-06","M","Non","118 Boulevard Corniche, Dakar","15","Institut Maba Diakhou Ba"
"4151","Wade","Rama","Rama Wade","2016-02-14","F","Non","13 Boulevard Blaise Diagne, Matam","96","École Aline Sitoe Diatta"
"4152","Sarr","Khady","Khady Sarr","2006-12-11","F","Non","36 Boulevard des Almadies, Fatick","20","Collège Mariama Ba"
"4153","Cisse","Alioune","Alioune Cisse","2017-03-16","M","Non","167 Boulevard Blaise Diagne, Thiès","54","Lycée Léopold Sédar Senghor"
"4154","Diouf","Amadou","Amadou Diouf","2015-09-10","M","Oui","182 Rue de l'Indépendance, Tambacounda","14","École Blaise Diagne"
"4155","Thiam","Yacine","Yacine Thiam","2004-10-16","F","Non","176 Avenue de la République, Fatick","20","Collège Mariama Ba"
"4156","Ndiaye","Ousmane","Ousmane Ndiaye","2009-03-20","M","Non","160 Avenue Corniche, Kaolack","43","Lycée El Hadji Omar Tall"
"4157","Ba","Yacine","Yacine Ba","2016-01-16","F","Non","59 Avenue Corniche, Diourbel","99","Institut Mariama Ba"
"4158","Mbaye","Modou","Modou Mbaye","2011-02-07","M","Oui","61 Avenue Corniche, Diourbel","17","École Léopold Sédar Senghor"
"4159","Kane","Ousmane","Ousmane Kane","2016-02-23","M","Non","196 Avenue Léopold Sédar Senghor, Sédhiou","26","Lycée Blaise Diagne"
"4160","Ba","Coumba","Coumba Ba","2012-11-27","F","Non","8 Avenue Blaise Diagne, Kolda","29","École Maba Diakhou Ba"
