id,nom,prenom,nom_complet,domaine,email,sexe,etablissement_id,etablissement_nom
"957","Thiam","Coumba","Coumba Thiam","Arabe","coumba.thiam@institutmabadiakhouba.sn","F","49","Institut Maba Diakhou Ba"
"958","Ly","Ndeye","Ndeye Ly","Mathématiques","ndeye.ly@collègelatdior.sn","F","70","Collège Lat Dior"
"959","Seck","Awa","Awa Seck","Arts","awa.seck@écoleblaisediagne.sn","F","19","École Blaise Diagne"
"960","Cisse","Ibrahima","Ibrahima Cisse","Sciences Naturelles","ibrahima.cisse@collègelatdior.sn","M","98","Collège Lat Dior"
"961","Ly","Amadou","Amadou Ly","Mathématiques","amadou.ly@collègelatdior.sn","M","70","Collège Lat Dior"
"962","Kane","Abdou","Abdou Kane","Arabe","abdou.kane@collègeléopoldsédarsenghor.sn","M","34","Collège Léopold Sédar Senghor"
"963","Gueye","Mariam","Mariam Gueye","Sciences Physiques","mariam.gueye@collègemabadiakhouba.sn","F","33","Collège Maba Diakhou Ba"
"964","Thiam","Abdou","Abdou Thiam","Arts","abdou.thiam@collègelatdior.sn","M","98","Collège Lat Dior"
"965","Fall","Moussa","Moussa Fall","Histoire-Géographie","moussa.fall@lycéecheikhantadiop.sn","M","24","Lycée Cheikh Anta Diop"
"966","Gueye","Ibrahima","Ibrahima Gueye","Sciences Physiques","ibrahima.gueye@institutmabadiakhouba.sn","M","15","Institut Maba Diakhou Ba"
"967","Faye","Binta","Binta Faye","Français","binta.faye@collègelatdior.sn","F","90","Collège Lat Dior"
"968","Gueye","Moussa","Moussa Gueye","Anglais","moussa.gueye@collègelatdior.sn","M","90","Collège Lat Dior"
"969","Diop","Coumba","Coumba Diop","Français","coumba.diop@collègeblaisediagne.sn","F","27","Collège Blaise Diagne"
"970","Ndour","Astou","Astou Ndour","Français","astou.ndour@collègemabadiakhouba.sn","F","84","Collège Maba Diakhou Ba"
"971","Ba","Aminata","Aminata Ba","Sciences Physiques","aminata.ba@lycéemabadiakhouba.sn","F","37","Lycée Maba Diakhou Ba"
"972","Ndour","Moussa","Moussa Ndour","Arts","moussa.ndour@lycéeléopoldsédarsenghor.sn","M","71","Lycée Léopold Sédar Senghor"
"973","Tall","Mariam","Mariam Tall","Arabe","mariam.tall@collègecheikhantadiop.sn","F","45","Collège Cheikh Anta Diop"
"974","Mbaye","Assane","Assane Mbaye","Anglais","assane.mbaye@écolemabadiakhouba.sn","M","57","École Maba Diakhou Ba"
"975","Diallo","Binta","Binta Diallo","Anglais","binta.diallo@institutelhadjiomartall.sn","F","68","Institut El Hadji Omar Tall"
"976","Mbaye","Ibrahima","Ibrahima Mbaye","Sciences Naturelles","ibrahima.mbaye@écolemabadiakhouba.sn","M","29","École Maba Diakhou Ba"
"977","Tall","Aminata","Aminata Tall","Arts","aminata.tall@écolemabadiakhouba.sn","F","62","École Maba Diakhou Ba"
"978","Gueye","Babacar","Babacar Gueye","Sciences Naturelles","babacar.gueye@institutléopoldsédarsenghor.sn","M","44","Institut Léopold Sédar Senghor"
"979","Gueye","Seynabou","Seynabou Gueye","Arabe","seynabou.gueye@lycéeelhadjiomartall.sn","F","11","Lycée El Hadji Omar Tall"
"980","Fall","Seynabou","Seynabou Fall","Histoire-Géographie","seynabou.fall@lycéealinesitoediatta.sn","F","73","Lycée Aline Sitoe Diatta"
"981","Diallo","Amadou","Amadou Diallo","Français","amadou.diallo@institutcheikhantadiop.sn","M","38","Institut Cheikh Anta Diop"
"982","Diop","Baba","Baba Diop","Sciences Naturelles","baba.diop@collègemariamaba.sn","M","66","Collège Mariama Ba"
"983","Mbaye","Samba","Samba Mbaye","Anglais","samba.mbaye@collègeléopoldsédarsenghor.sn","M","69","Collège Léopold Sédar Senghor"
"984","Diouf","Rama","Rama Diouf","Informatique","rama.diouf@écolecheikhantadiop.sn","F","53","École Cheikh Anta Diop"
"985","Tall","Aminata","Aminata Tall","Arabe","aminata.tall@écolealinesitoediatta.sn","F","96","École Aline Sitoe Diatta"
"986","Wade","Moussa","Moussa Wade","Sciences Physiques","moussa.wade@institutlatdior.sn","M","3","Institut Lat Dior"
"987","Faye","Baba","Baba Faye","Sciences Physiques","baba.faye@lycéecheikhantadiop.sn","M","24","Lycée Cheikh Anta Diop"
"988","Diagne","Seynabou","Seynabou Diagne","Sciences Physiques","seynabou.diagne@collègecheikhantadiop.sn","F","1","Collège Cheikh Anta Diop"
"989","Ly","Dieynaba","Dieynaba Ly","Arts","dieynaba.ly@institutcheikhantadiop.sn","F","86","Institut Cheikh Anta Diop"
"990","Ndiaye","Mamadou","Mamadou Ndiaye","Français","mamadou.ndiaye@collègelatdior.sn","M","98","Collège Lat Dior"
"991","Diop","Yacine","Yacine Diop","Informatique","yacine.diop@lycéeblaisediagne.sn","F","26","Lycée Blaise Diagne"
"992","Ndour","Aminata","Aminata Ndour","Informatique","aminata.ndour@collègeléopoldsédarsenghor.sn","F","69","Collège Léopold Sédar Senghor"
"993","Ly","Awa","Awa Ly","Arabe","awa.ly@lycéemabadiakhouba.sn","F","37","Lycée Maba Diakhou Ba"
"994","Sow","Rokhaya","Rokhaya Sow","Histoire-Géographie","rokhaya.sow@collègemabadiakhouba.sn","F","41","Collège Maba Diakhou Ba"
"995","Wade","Maimouna","Maimouna Wade","Arabe","maimouna.wade@institutmariamaba.sn","F","99","Institut Mariama Ba"
"996","Ly","Mamadou","Mamadou Ly","Informatique","mamadou.ly@institutalinesitoediatta.sn","M","55","Institut Aline Sitoe Diatta"
"997","Wade","Mamadou","Mamadou Wade","Arabe","mamadou.wade@lycéealinesitoediatta.sn","M","21","Lycée Aline Sitoe Diatta"
"998","Fall","Seynabou","Seynabou Fall","Mathématiques","seynabou.fall@écoleléopoldsédarsenghor.sn","F","35","École Léopold Sédar Senghor"
"999","Ba","Modou","Modou Ba","Arabe","modou.ba@écolecheikhantadiop.sn","M","52","École Cheikh Anta Diop"
"1000","Kane","Samba","Samba Kane","Sciences Naturelles","samba.kane@institutblaisediagne.sn","M","93","Institut Blaise Diagne"
"1001","Ly","Mamadou","Mamadou Ly","Histoire-Géographie","mamadou.ly@lycéealinesitoediatta.sn","M","28","Lycée Aline Sitoe Diatta"
"1002","Cisse","Fatou","Fatou Cisse","Arts","fatou.cisse@collègemabadiakhouba.sn","F","41","Collège Maba Diakhou Ba"
"1003","Cisse","Ndeye","Ndeye Cisse","Éducation Physique","ndeye.cisse@lycéeelhadjiomartall.sn","F","30","Lycée El Hadji Omar Tall"
"1004","Ba","Astou","Astou Ba","Histoire-Géographie","astou.ba@institutcheikhantadiop.sn","F","38","Institut Cheikh Anta Diop"
"1005","Wade","Alioune","Alioune Wade","Sciences Physiques","alioune.wade@lycéeelhadjiomartall.sn","M","30","Lycée El Hadji Omar Tall"
"1006","Thiam","Awa","Awa Thiam","Arts","awa.thiam@écolemabadiakhouba.sn","F","29","École Maba Diakhou Ba"
"1007","Diop","Fatou","Fatou Diop","Sciences Naturelles","fatou.diop@écolecheikhantadiop.sn","F","23","École Cheikh Anta Diop"
"1008","Sow","Seynabou","Seynabou Sow","Mathématiques","seynabou.sow@lycéelatdior.sn","F","42","Lycée Lat Dior"
"1009","Seck","Maimouna","Maimouna Seck","Arts","maimouna.seck@collègeelhadjiomartall.sn","F","46","Collège El Hadji Omar Tall"
"1010","Diop","Khady","Khady Diop","Anglais","khady.diop@institutmariamaba.sn","F","97","Institut Mariama Ba"
"1011","Kane","Dieynaba","Dieynaba Kane","Arts","dieynaba.kane@lycéeblaisediagne.sn","F","80","Lycée Blaise Diagne"
"1012","Diagne","Alioune","Alioune Diagne","Informatique","alioune.diagne@écolecheikhantadiop.sn","M","36","École Cheikh Anta Diop"
"1013","Cisse","Binta","Binta Cisse","Sciences Physiques","binta.cisse@lycéecheikhantadiop.sn","F","48","Lycée Cheikh Anta Diop"
"1014","Gueye","Aminata","Aminata Gueye","Histoire-Géographie","aminata.gueye@écolecheikhantadiop.sn","F","52","École Cheikh Anta Diop"
"1015","Diop","Fatou","Fatou Diop","Français","fatou.diop@écoleléopoldsédarsenghor.sn","F","12","École Léopold Sédar Senghor"
"1016","Diallo","Yacine","Yacine Diallo","Sciences Physiques","yacine.diallo@collègemariamaba.sn","F","66","Collège Mariama Ba"
"1017","Faye","Amadou","Amadou Faye","Informatique","amadou.faye@institutmariamaba.sn","M","31","Institut Mariama Ba"
"1018","Sarr","Binta","Binta Sarr","Arabe","binta.sarr@collègeblaisediagne.sn","F","5","Collège Blaise Diagne"
"1019","Sow","Abdou","Abdou Sow","Mathématiques","abdou.sow@lycéelatdior.sn","M","82","Lycée Lat Dior"
"1020","Tall","Seynabou","Seynabou Tall","Mathématiques","seynabou.tall@collègeelhadjiomartall.sn","F","46","Collège El Hadji Omar Tall"
"1021","Tall","Amadou","Amadou Tall","Éducation Physique","amadou.tall@lycéeblaisediagne.sn","M","26","Lycée Blaise Diagne"
"1022","Diouf","Cheikh","Cheikh Diouf","Anglais","cheikh.diouf@institutmariamaba.sn","M","51","Institut Mariama Ba"
"1023","Diop","Rokhaya","Rokhaya Diop","Informatique","rokhaya.diop@écoleelhadjiomartall.sn","F","75","École El Hadji Omar Tall"
"1024","Seck","Ibrahima","Ibrahima Seck","Sciences Physiques","ibrahima.seck@lycéeelhadjiomartall.sn","M","30","Lycée El Hadji Omar Tall"
"1025","Faye","Abdou","Abdou Faye","Sciences Physiques","abdou.faye@lycéelatdior.sn","M","91","Lycée Lat Dior"
"1026","Fall","Alioune","Alioune Fall","Éducation Physique","alioune.fall@écoleelhadjiomartall.sn","M","8","École El Hadji Omar Tall"
"1027","Mbaye","Amadou","Amadou Mbaye","Histoire-Géographie","amadou.mbaye@lycéelatdior.sn","M","42","Lycée Lat Dior"
"1028","Diallo","Aminata","Aminata Diallo","Informatique","aminata.diallo@écoleblaisediagne.sn","F","77","École Blaise Diagne"
"1029","Wade","Binta","Binta Wade","Sciences Physiques","binta.wade@écolealinesitoediatta.sn","F","4","École Aline Sitoe Diatta"
"1030","Thiam","Ousmane","Ousmane Thiam","Éducation Physique","ousmane.thiam@lycéecheikhantadiop.sn","M","24","Lycée Cheikh Anta Diop"
"1031","Ndour","Modou","Modou Ndour","Informatique","modou.ndour@écolemabadiakhouba.sn","M","9","École Maba Diakhou Ba"
"1032","Ly","Fatou","Fatou Ly","Français","fatou.ly@écoleelhadjiomartall.sn","F","8","École El Hadji Omar Tall"
"1033","Diallo","Awa","Awa Diallo","Arabe","awa.diallo@lycéelatdior.sn","F","91","Lycée Lat Dior"
"1034","Diop","Mamadou","Mamadou Diop","Mathématiques","mamadou.diop@collègemabadiakhouba.sn","M","84","Collège Maba Diakhou Ba"
"1035","Thiam","Moussa","Moussa Thiam","Éducation Physique","moussa.thiam@lycéemariamaba.sn","M","13","Lycée Mariama Ba"
"1036","Ba","Abdou","Abdou Ba","Histoire-Géographie","abdou.ba@lycéelatdior.sn","M","82","Lycée Lat Dior"
"1037","Ba","Demba","Demba Ba","Mathématiques","demba.ba@institutmariamaba.sn","M","51","Institut Mariama Ba"
"1038","Sarr","Ibrahima","Ibrahima Sarr","Sciences Naturelles","ibrahima.sarr@écolecheikhantadiop.sn","M","23","École Cheikh Anta Diop"
"1039","Mbaye","Samba","Samba Mbaye","Arts","samba.mbaye@lycéelatdior.sn","M","91","Lycée Lat Dior"
"1040","Fall","Baba","Baba Fall","Arabe","baba.fall@écoleléopoldsédarsenghor.sn","M","12","École Léopold Sédar Senghor"
"1041","Diagne","Dieynaba","Dieynaba Diagne","Français","dieynaba.diagne@écolemabadiakhouba.sn","F","62","École Maba Diakhou Ba"
"1042","Wade","Assane","Assane Wade","Sciences Naturelles","assane.wade@lycéecheikhantadiop.sn","M","2","Lycée Cheikh Anta Diop"
"1043","Cisse","Moussa","Moussa Cisse","Français","moussa.cisse@lycéeblaisediagne.sn","M","39","Lycée Blaise Diagne"
"1044","Ba","Amadou","Amadou Ba","Sciences Naturelles","amadou.ba@collègemabadiakhouba.sn","M","33","Collège Maba Diakhou Ba"
"1045","Tall","Astou","Astou Tall","Mathématiques","astou.tall@lycéelatdior.sn","F","82","Lycée Lat Dior"
"1046","Cisse","Assane","Assane Cisse","Histoire-Géographie","assane.cisse@collègemabadiakhouba.sn","M","84","Collège Maba Diakhou Ba"
"1047","Ndour","Moussa","Moussa Ndour","Sciences Naturelles","moussa.ndour@collègeelhadjiomartall.sn","M","46","Collège El Hadji Omar Tall"
"1048","Cisse","Abdou","Abdou Cisse","Informatique","abdou.cisse@lycéeelhadjiomartall.sn","M","16","Lycée El Hadji Omar Tall"
"1049","Seck","Aminata","Aminata Seck","Mathématiques","aminata.seck@collègeblaisediagne.sn","F","25","Collège Blaise Diagne"
"1050","Diallo","Fatou","Fatou Diallo","Français","fatou.diallo@lycéeelhadjiomartall.sn","F","11","Lycée El Hadji Omar Tall"
"1051","Wade","Ibrahima","Ibrahima Wade","Arabe","ibrahima.wade@lycéelatdior.sn","M","85","Lycée Lat Dior"
"1052","Fall","Rama","Rama Fall","Anglais","rama.fall@institutalinesitoediatta.sn","F","55","Institut Aline Sitoe Diatta"
"1053","Ndiaye","Assane","Assane Ndiaye","Arabe","assane.ndiaye@institutmariamaba.sn","M","51","Institut Mariama Ba"
"1054","Cisse","Fatou","Fatou Cisse","Arabe","fatou.cisse@institutlatdior.sn","F","95","Institut Lat Dior"
"1055","Ndiaye","Amadou","Amadou Ndiaye","Informatique","amadou.ndiaye@écoleblaisediagne.sn","M","14","École Blaise Diagne"
"1056","Seck","Astou","Astou Seck","Histoire-Géographie","astou.seck@écolealinesitoediatta.sn","F","60","École Aline Sitoe Diatta"
"1057","Thiam","Mamadou","Mamadou Thiam","Informatique","mamadou.thiam@lycéecheikhantadiop.sn","M","2","Lycée Cheikh Anta Diop"
"1058","Seck","Awa","Awa Seck","Arts","awa.seck@lycéealinesitoediatta.sn","F","21","Lycée Aline Sitoe Diatta"
"1059","Ly","Baba","Baba Ly","Informatique","baba.ly@lycéeblaisediagne.sn","M","76","Lycée Blaise Diagne"
"1060","Sow","Coumba","Coumba Sow","Informatique","coumba.sow@écoleblaisediagne.sn","F","87","École Blaise Diagne"
"1061","Sarr","Aminata","Aminata Sarr","Mathématiques","aminata.sarr@institutmabadiakhouba.sn","F","15","Institut Maba Diakhou Ba"
"1062","Thiam","Maimouna","Maimouna Thiam","Sciences Naturelles","maimouna.thiam@institutelhadjiomartall.sn","F","68","Institut El Hadji Omar Tall"
"1063","Fall","Alioune","Alioune Fall","Arabe","alioune.fall@écoleléopoldsédarsenghor.sn","M","64","École Léopold Sédar Senghor"
"1064","Kane","Astou","Astou Kane","Informatique","astou.kane@lycéecheikhantadiop.sn","F","2","Lycée Cheikh Anta Diop"
"1065","Ndour","Rama","Rama Ndour","Français","rama.ndour@collègelatdior.sn","F","70","Collège Lat Dior"
"1066","Gueye","Amadou","Amadou Gueye","Arabe","amadou.gueye@collègeblaisediagne.sn","M","67","Collège Blaise Diagne"
"1067","Diallo","Rama","Rama Diallo","Sciences Physiques","rama.diallo@écoleblaisediagne.sn","F","77","École Blaise Diagne"
"1068","Diallo","Baba","Baba Diallo","Sciences Naturelles","baba.diallo@lycéeblaisediagne.sn","M","89","Lycée Blaise Diagne"
"1069","Kane","Modou","Modou Kane","Mathématiques","modou.kane@institutmabadiakhouba.sn","M","49","Institut Maba Diakhou Ba"
"1070","Fall","Rama","Rama Fall","Informatique","rama.fall@institutmariamaba.sn","F","51","Institut Mariama Ba"
"1071","Tall","Moussa","Moussa Tall","Arabe","moussa.tall@écoleblaisediagne.sn","M","78","École Blaise Diagne"
"1072","Sow","Rokhaya","Rokhaya Sow","Mathématiques","rokhaya.sow@institutmariamaba.sn","F","99","Institut Mariama Ba"
"1073","Cisse","Maimouna","Maimouna Cisse","Arts","maimouna.cisse@institutmabadiakhouba.sn","F","65","Institut Maba Diakhou Ba"
"1074","Ndour","Moussa","Moussa Ndour","Sciences Physiques","moussa.ndour@lycéecheikhantadiop.sn","M","2","Lycée Cheikh Anta Diop"
"1075","Mbaye","Mariam","Mariam Mbaye","Mathématiques","mariam.mbaye@écoleblaisediagne.sn","F","14","École Blaise Diagne"
"1076","Fall","Cheikh","Cheikh Fall","Sciences Naturelles","cheikh.fall@lycéecheikhantadiop.sn","M","6","Lycée Cheikh Anta Diop"
"1077","Sow","Rokhaya","Rokhaya Sow","Arts","rokhaya.sow@lycéeblaisediagne.sn","F","80","Lycée Blaise Diagne"
"1078","Wade","Maimouna","Maimouna Wade","Anglais","maimouna.wade@collègelatdior.sn","F","98","Collège Lat Dior"
"1079","Ndour","Khady","Khady Ndour","Mathématiques","khady.ndour@écolealinesitoediatta.sn","F","96","École Aline Sitoe Diatta"
"1080","Fall","Assane","Assane Fall","Arts","assane.fall@institutmabadiakhouba.sn","M","49","Institut Maba Diakhou Ba"
"1081","Sow","Rama","Rama Sow","Arabe","rama.sow@lycéelatdior.sn","F","42","Lycée Lat Dior"
"1082","Ly","Mariam","Mariam Ly","Arabe","mariam.ly@lycéeelhadjiomartall.sn","F","58","Lycée El Hadji Omar Tall"
"1083","Diagne","Cheikh","Cheikh Diagne","Informatique","cheikh.diagne@institutmariamaba.sn","M","97","Institut Mariama Ba"
"1084","Diouf","Astou","Astou Diouf","Français","astou.diouf@institutlatdior.sn","F","95","Institut Lat Dior"
"1085","Diop","Rokhaya","Rokhaya Diop","Français","rokhaya.diop@écolemabadiakhouba.sn","F","9","École Maba Diakhou Ba"
"1086","Sarr","Baba","Baba Sarr","Anglais","baba.sarr@collègeléopoldsédarsenghor.sn","M","34","Collège Léopold Sédar Senghor"
"1087","Tall","Ousmane","Ousmane Tall","Sciences Naturelles","ousmane.tall@lycéealinesitoediatta.sn","M","32","Lycée Aline Sitoe Diatta"
"1088","Fall","Maimouna","Maimouna Fall","Arabe","maimouna.fall@écolealinesitoediatta.sn","F","4","École Aline Sitoe Diatta"
"1089","Diallo","Cheikh","Cheikh Diallo","Arabe","cheikh.diallo@collègemariamaba.sn","M","50","Collège Mariama Ba"
"1090","Wade","Ousmane","Ousmane Wade","Mathématiques","ousmane.wade@institutcheikhantadiop.sn","M","86","Institut Cheikh Anta Diop"
"1091","Thiam","Khady","Khady Thiam","Français","khady.thiam@lycéeblaisediagne.sn","F","76","Lycée Blaise Diagne"
"1092","Ba","Baba","Baba Ba","Arts","baba.ba@institutléopoldsédarsenghor.sn","M","44","Institut Léopold Sédar Senghor"
"1093","Cisse","Aminata","Aminata Cisse","Arabe","aminata.cisse@lycéeelhadjiomartall.sn","F","43","Lycée El Hadji Omar Tall"
"1094","Sarr","Alioune","Alioune Sarr","Français","alioune.sarr@lycéecheikhantadiop.sn","M","48","Lycée Cheikh Anta Diop"
"1095","Gueye","Ndeye","Ndeye Gueye","Mathématiques","ndeye.gueye@institutlatdior.sn","F","95","Institut Lat Dior"
"1096","Diallo","Awa","Awa Diallo","Éducation Physique","awa.diallo@écolealinesitoediatta.sn","F","96","École Aline Sitoe Diatta"
"1097","Ly","Rokhaya","Rokhaya Ly","Arabe","rokhaya.ly@institutmariamaba.sn","F","51","Institut Mariama Ba"
"1098","Ndiaye","Rokhaya","Rokhaya Ndiaye","Éducation Physique","rokhaya.ndiaye@institutléopoldsédarsenghor.sn","F","44","Institut Léopold Sédar Senghor"
"1099","Thiam","Cheikh","Cheikh Thiam","Informatique","cheikh.thiam@lycéeléopoldsédarsenghor.sn","M","71","Lycée Léopold Sédar Senghor"
"1100","Diallo","Yacine","Yacine Diallo","Sciences Naturelles","yacine.diallo@écoleléopoldsédarsenghor.sn","F","12","École Léopold Sédar Senghor"
"1101","Diouf","Rama","Rama Diouf","Arts","rama.diouf@écoleléopoldsédarsenghor.sn","F","35","École Léopold Sédar Senghor"
"1102","Diagne","Rama","Rama Diagne","Sciences Naturelles","rama.diagne@lycéealinesitoediatta.sn","F","32","Lycée Aline Sitoe Diatta"
"1103","Ba","Cheikh","Cheikh Ba","Mathématiques","cheikh.ba@collègemariamaba.sn","M","50","Collège Mariama Ba"
"1104","Ly","Dieynaba","Dieynaba Ly","Français","dieynaba.ly@écoleléopoldsédarsenghor.sn","F","17","École Léopold Sédar Senghor"
"1105","Thiam","Samba","Samba Thiam","Histoire-Géographie","samba.thiam@lycéeléopoldsédarsenghor.sn","M","61","Lycée Léopold Sédar Senghor"
"1106","Thiam","Demba","Demba Thiam","Mathématiques","demba.thiam@collègelatdior.sn","M","70","Collège Lat Dior"
"1107","Mbaye","Awa","Awa Mbaye","Informatique","awa.mbaye@écolealinesitoediatta.sn","F","96","École Aline Sitoe Diatta"
"1108","Ndour","Mariam","Mariam Ndour","Anglais","mariam.ndour@écoleblaisediagne.sn","F","77","École Blaise Diagne"
"1109","Thiam","Maimouna","Maimouna Thiam","Sciences Physiques","maimouna.thiam@institutléopoldsédarsenghor.sn","F","44","Institut Léopold Sédar Senghor"
"1110","Ndour","Cheikh","Cheikh Ndour","Arts","cheikh.ndour@écolecheikhantadiop.sn","M","36","École Cheikh Anta Diop"
"1111","Diop","Demba","Demba Diop","Sciences Naturelles","demba.diop@institutlatdior.sn","M","92","Institut Lat Dior"
"1112","Faye","Mariam","Mariam Faye","Sciences Physiques","mariam.faye@lycéealinesitoediatta.sn","F","32","Lycée Aline Sitoe Diatta"
